12.4,0.92,0.93486,0.93486,0.93486
12.5,0.91364,0.92909,0.92909,0.92909
12.6,0.90706,0.92309,0.92309,0.92309
12.7,0.90024,0.91685,0.91685,0.91685
12.8,0.8932,0.91038,0.91038,0.91038
12.9,0.88593,0.90368,0.90368,0.90368
13,0.87844,0.89675,0.89675,0.89675
13.1,0.87072,0.88959,0.88959,0.88959
13.2,0.86278,0.88221,0.88221,0.88221
13.3,0.85463,0.87461,0.87461,0.87461
13.4,0.84626,0.86678,0.86678,0.86678
13.5,0.83767,0.85873,0.85873,0.85873
13.6,0.82887,0.85047,0.85047,0.85047
13.7,0.81986,0.84199,0.84199,0.84199
13.8,0.81065,0.8333,0.8333,0.8333
13.9,0.80122,0.82439,0.82439,0.82439
14,0.7916,0.81528,0.81528,0.81528
14.1,0.78178,0.80596,0.80596,0.80596
14.2,0.77175,0.79644,0.79644,0.79644
14.3,0.76153,0.78671,0.78671,0.78671
14.4,0.75112,0.77679,0.77679,0.77679
14.5,0.74052,0.76667,0.76667,0.76667
14.6,0.72973,0.75635,0.75635,0.75635
14.7,0.71876,0.74585,0.74585,0.74585
14.8,0.7076,0.73515,0.73515,0.73515
14.9,0.69627,0.72427,0.72427,0.72427
15,0.68476,0.7132,0.7132,0.7132
15.1,0.67307,0.70196,0.70196,0.70196
15.2,0.66122,0.69053,0.69053,0.69053
15.3,0.64919,0.67893,0.67893,0.67893
15.4,0.637,0.66716,0.66716,0.66716
15.5,0.62466,0.65522,0.65522,0.65522
15.6,0.61215,0.64312,0.64312,0.64312
15.7,0.59949,0.63085,0.63085,0.63085
15.8,0.58667,0.61842,0.61842,0.61842
15.9,0.57371,0.60584,0.60584,0.60584
16,0.5606,0.5931,0.5931,0.5931
16.1,0.54735,0.58021,0.58021,0.58021
16.2,0.53396,0.56717,0.56717,0.56717
16.3,0.52044,0.554,0.554,0.554
16.4,0.50679,0.54068,0.54068,0.54068
16.5,0.493,0.52722,0.52722,0.52722
16.6,0.47909,0.51363,0.51363,0.51363
16.7,0.46506,0.49991,0.49991,0.49991
16.8,0.45091,0.48606,0.48606,0.48606
16.9,0.43665,0.47209,0.47209,0.47209
17,0.42228,0.458,0.458,0.458
17.1,0.4078,0.4438,0.4438,0.4438
17.2,0.39322,0.42948,0.42948,0.42948
17.3,0.37853,0.41505,0.41505,0.41505
17.4,0.36376,0.40052,0.40052,0.40052
17.5,0.34889,0.38589,0.38589,0.38589
17.6,0.33393,0.37116,0.37116,0.37116
17.7,0.31888,0.35633,0.35633,0.35633
17.8,0.30376,0.34142,0.34142,0.34142
17.9,0.28856,0.32641,0.32641,0.32641
18,0.27328,0.31133,0.31133,0.31133
18.1,0.25794,0.29617,0.29617,0.29617
18.2,0.24253,0.28093,0.28093,0.28093
18.3,0.22706,0.26562,0.26562,0.26562
18.4,0.21153,0.25024,0.25024,0.25024
18.5,0.19595,0.2348,0.2348,0.2348
18.6,0.18032,0.2193,0.2193,0.2193
18.7,0.16464,0.20375,0.20375,0.20375
18.8,0.14892,0.18814,0.18814,0.18814
18.9,0.13317,0.17249,0.17249,0.17249
19,0.11738,0.15679,0.15679,0.15679
19.1,0.10156,0.14105,0.14105,0.14105
19.2,0.085712,0.12528,0.12528,0.12528
19.3,0.069845,0.10947,0.10947,0.10947
19.4,0.053961,0.093638,0.093638,0.093638
19.5,0.038062,0.077781,0.077781,0.077781
19.6,0.022154,0.061905,0.061905,0.061905
19.7,0.0062402,0.046013,0.046013,0.046013
19.8,-0.0096751,0.030109,0.030109,0.030109
19.9,-0.025588,0.014198,0.014198,0.014198
20,-0.041494,-0.0017175,-0.0017175,-0.0017175
20.1,-0.05739,-0.017632,-0.017632,-0.017632
20.2,-0.073271,-0.033542,-0.033542,-0.033542
20.3,-0.089134,-0.049444,-0.049444,-0.049444
20.4,-0.10497,-0.065333,-0.065333,-0.065333
20.5,-0.12079,-0.081205,-0.081205,-0.081205
20.6,-0.13657,-0.097057,-0.097057,-0.097057
20.7,-0.15232,-0.11288,-0.11288,-0.11288
20.8,-0.16803,-0.12868,-0.12868,-0.12868
20.9,-0.1837,-0.14445,-0.14445,-0.14445
21,-0.19932,-0.16018,-0.16018,-0.16018
21.1,-0.21489,-0.17587,-0.17587,-0.17587
21.2,-0.2304,-0.19151,-0.19151,-0.19151
21.3,-0.24586,-0.20711,-0.20711,-0.20711
21.4,-0.26126,-0.22265,-0.22265,-0.22265
21.5,-0.27658,-0.23814,-0.23814,-0.23814
21.6,-0.29184,-0.25357,-0.25357,-0.25357
21.7,-0.30703,-0.26893,-0.26893,-0.26893
21.8,-0.32214,-0.28422,-0.28422,-0.28422
21.9,-0.33716,-0.29945,-0.29945,-0.29945
22,-0.3521,-0.31459,-0.31459,-0.31459
22.1,-0.36695,-0.32966,-0.32966,-0.32966
22.2,-0.38171,-0.34464,-0.34464,-0.34464
22.3,-0.39637,-0.35954,-0.35954,-0.35954
22.4,-0.41093,-0.37434,-0.37434,-0.37434
22.5,-0.42539,-0.38905,-0.38905,-0.38905
22.6,-0.43974,-0.40367,-0.40367,-0.40367
22.7,-0.45398,-0.41818,-0.41818,-0.41818
22.8,-0.4681,-0.43258,-0.43258,-0.43258
22.9,-0.4821,-0.44687,-0.44687,-0.44687
23,-0.49599,-0.46105,-0.46105,-0.46105
23.1,-0.50974,-0.47512,-0.47512,-0.47512
23.2,-0.52337,-0.48906,-0.48906,-0.48906
23.3,-0.53687,-0.50288,-0.50288,-0.50288
23.4,-0.55022,-0.51657,-0.51657,-0.51657
23.5,-0.56344,-0.53014,-0.53014,-0.53014
23.6,-0.57652,-0.54356,-0.54356,-0.54356
23.7,-0.58945,-0.55685,-0.55685,-0.55685
23.8,-0.60223,-0.57,-0.57,-0.57
23.9,-0.61486,-0.583,-0.583,-0.583
24,-0.62733,-0.59586,-0.59586,-0.59586
24.1,-0.63965,-0.60857,-0.60857,-0.60857
24.2,-0.6518,-0.62112,-0.62112,-0.62112
24.3,-0.66379,-0.63351,-0.63351,-0.63351
24.4,-0.67561,-0.64575,-0.64575,-0.64575
24.5,-0.68726,-0.65782,-0.65782,-0.65782
24.6,-0.69873,-0.66972,-0.66972,-0.66972
24.7,-0.71003,-0.68145,-0.68145,-0.68145
24.8,-0.72114,-0.69301,-0.69301,-0.69301
24.9,-0.73208,-0.7044,-0.7044,-0.7044
25,-0.74283,-0.71561,-0.71561,-0.71561
25.1,-0.75339,-0.72663,-0.72663,-0.72663
25.2,-0.76376,-0.73747,-0.73747,-0.73747
25.3,-0.77393,-0.74813,-0.74813,-0.74813
25.4,-0.78391,-0.7586,-0.7586,-0.7586
25.5,-0.79369,-0.76887,-0.76887,-0.76887
25.6,-0.80328,-0.77895,-0.77895,-0.77895
25.7,-0.81265,-0.78883,-0.78883,-0.78883
25.8,-0.82182,-0.79851,-0.79851,-0.79851
25.9,-0.83079,-0.80799,-0.80799,-0.80799
26,-0.83954,-0.81726,-0.81726,-0.81726
26.1,-0.84808,-0.82633,-0.82633,-0.82633
26.2,-0.85641,-0.83519,-0.83519,-0.83519
26.3,-0.86451,-0.84384,-0.84384,-0.84384
26.4,-0.8724,-0.85227,-0.85227,-0.85227
26.5,-0.88007,-0.86049,-0.86049,-0.86049
26.6,-0.88752,-0.86849,-0.86849,-0.86849
26.7,-0.89474,-0.87627,-0.87627,-0.87627
26.8,-0.90173,-0.88382,-0.88382,-0.88382
26.9,-0.9085,-0.89116,-0.89116,-0.89116
27,-0.91503,-0.89826,-0.89826,-0.89826
27.1,-0.92134,-0.90514,-0.90514,-0.90514
27.2,-0.92741,-0.91179,-0.91179,-0.91179
27.3,-0.93324,-0.91821,-0.91821,-0.91821
27.4,-0.93884,-0.9244,-0.9244,-0.9244
27.5,-0.9442,-0.93035,-0.93035,-0.93035
27.6,-0.94933,-0.93607,-0.93607,-0.93607
27.7,-0.95421,-0.94155,-0.94155,-0.94155
27.8,-0.95885,-0.94679,-0.94679,-0.94679
27.9,-0.96324,-0.9518,-0.9518,-0.9518
28,-0.9674,-0.95656,-0.95656,-0.95656
28.1,-0.97131,-0.96108,-0.96108,-0.96108
28.2,-0.97497,-0.96535,-0.96535,-0.96535
28.3,-0.97838,-0.96938,-0.96938,-0.96938
28.4,-0.98155,-0.97317,-0.97317,-0.97317
28.5,-0.98447,-0.97671,-0.97671,-0.97671
28.6,-0.98714,-0.98,-0.98,-0.98
28.7,-0.98956,-0.98304,-0.98304,-0.98304
28.8,-0.99173,-0.98583,-0.98583,-0.98583
28.9,-0.99364,-0.98838,-0.98838,-0.98838
29,-0.99531,-0.99067,-0.99067,-0.99067
29.1,-0.99672,-0.99272,-0.99272,-0.99272
29.2,-0.99788,-0.99451,-0.99451,-0.99451
29.3,-0.99879,-0.99605,-0.99605,-0.99605
29.4,-0.99945,-0.99734,-0.99734,-0.99734
29.5,-0.99985,-0.99837,-0.99837,-0.99837
29.6,-1,-0.99915,-0.99915,-0.99915
29.7,-0.99989,-0.99968,-0.99968,-0.99968
29.8,-0.99954,-0.99996,-0.99996,-0.99996
29.9,-0.99893,-0.99998,-0.99998,-0.99998
30,-0.99806,-0.99975,-0.99975,-0.99975
30.1,-0.99695,-0.99926,-0.99926,-0.99926
30.2,-0.99558,-0.99853,-0.99853,-0.99853
30.3,-0.99396,-0.99754,-0.99754,-0.99754
30.4,-0.99208,-0.99629,-0.99629,-0.99629
30.5,-0.98996,-0.9948,-0.9948,-0.9948
30.6,-0.98758,-0.99305,-0.99305,-0.99305
30.7,-0.98496,-0.99105,-0.99105,-0.99105
30.8,-0.98208,-0.9888,-0.9888,-0.9888
30.9,-0.97896,-0.9863,-0.9863,-0.9863
31,-0.97559,-0.98355,-0.98355,-0.98355
31.1,-0.97197,-0.98055,-0.98055,-0.98055
31.2,-0.9681,-0.9773,-0.9773,-0.9773
31.3,-0.96399,-0.97381,-0.97381,-0.97381
31.4,-0.95964,-0.97007,-0.97007,-0.97007
31.5,-0.95504,-0.96608,-0.96608,-0.96608
31.6,-0.9502,-0.96185,-0.96185,-0.96185
31.7,-0.94512,-0.95737,-0.95737,-0.95737
31.8,-0.9398,-0.95265,-0.95265,-0.95265
31.9,-0.93425,-0.94769,-0.94769,-0.94769
32,-0.92845,-0.94249,-0.94249,-0.94249
32.1,-0.92242,-0.93706,-0.93706,-0.93706
32.2,-0.91616,-0.93138,-0.93138,-0.93138
32.3,-0.90967,-0.92547,-0.92547,-0.92547
32.4,-0.90294,-0.91932,-0.91932,-0.91932
32.5,-0.89599,-0.91294,-0.91294,-0.91294
32.6,-0.88881,-0.90633,-0.90633,-0.90633
32.7,-0.8814,-0.89949,-0.89949,-0.89949
32.8,-0.87377,-0.89243,-0.89243,-0.89243
32.9,-0.86592,-0.88513,-0.88513,-0.88513
33,-0.85785,-0.87761,-0.87761,-0.87761
33.1,-0.84956,-0.86987,-0.86987,-0.86987
33.2,-0.84106,-0.86191,-0.86191,-0.86191
33.3,-0.83235,-0.85373,-0.85373,-0.85373
33.4,-0.82342,-0.84534,-0.84534,-0.84534
33.5,-0.81428,-0.83673,-0.83673,-0.83673
33.6,-0.80494,-0.82791,-0.82791,-0.82791
33.7,-0.7954,-0.81888,-0.81888,-0.81888
33.8,-0.78565,-0.80964,-0.80964,-0.80964
33.9,-0.77571,-0.8002,-0.8002,-0.8002
34,-0.76556,-0.79055,-0.79055,-0.79055
34.1,-0.75523,-0.7807,-0.7807,-0.7807
34.2,-0.7447,-0.77066,-0.77066,-0.77066
34.3,-0.73398,-0.76042,-0.76042,-0.76042
34.4,-0.72308,-0.74999,-0.74999,-0.74999
34.5,-0.712,-0.73937,-0.73937,-0.73937
34.6,-0.70073,-0.72856,-0.72856,-0.72856
34.7,-0.68929,-0.71756,-0.71756,-0.71756
34.8,-0.67767,-0.70639,-0.70639,-0.70639
34.9,-0.66588,-0.69503,-0.69503,-0.69503
35,-0.65393,-0.6835,-0.6835,-0.6835
35.1,-0.6418,-0.6718,-0.6718,-0.6718
35.2,-0.62952,-0.65993,-0.65993,-0.65993
35.3,-0.61707,-0.64788,-0.64788,-0.64788
35.4,-0.60447,-0.63568,-0.63568,-0.63568
35.5,-0.59172,-0.62331,-0.62331,-0.62331
35.6,-0.57881,-0.61079,-0.61079,-0.61079
35.7,-0.56576,-0.59811,-0.59811,-0.59811
35.8,-0.55256,-0.58528,-0.58528,-0.58528
35.9,-0.53923,-0.5723,-0.5723,-0.5723
36,-0.52576,-0.55918,-0.55918,-0.55918
36.1,-0.51215,-0.54591,-0.54591,-0.54591
36.2,-0.49842,-0.53251,-0.53251,-0.53251
36.3,-0.48456,-0.51897,-0.51897,-0.51897
36.4,-0.47058,-0.5053,-0.5053,-0.5053
36.5,-0.45648,-0.49151,-0.49151,-0.49151
36.6,-0.44226,-0.47758,-0.47758,-0.47758
36.7,-0.42793,-0.46354,-0.46354,-0.46354
36.8,-0.41349,-0.44938,-0.44938,-0.44938
36.9,-0.39895,-0.43511,-0.43511,-0.43511
37,-0.3843,-0.42072,-0.42072,-0.42072
37.1,-0.36956,-0.40623,-0.40623,-0.40623
37.2,-0.35473,-0.39164,-0.39164,-0.39164
37.3,-0.3398,-0.37694,-0.37694,-0.37694
37.4,-0.32479,-0.36216,-0.36216,-0.36216
37.5,-0.3097,-0.34727,-0.34727,-0.34727
37.6,-0.29453,-0.33231,-0.33231,-0.33231
37.7,-0.27928,-0.31725,-0.31725,-0.31725
37.8,-0.26396,-0.30212,-0.30212,-0.30212
37.9,-0.24858,-0.28691,-0.28691,-0.28691
38,-0.23313,-0.27163,-0.27163,-0.27163
38.1,-0.21763,-0.25628,-0.25628,-0.25628
38.2,-0.20207,-0.24086,-0.24086,-0.24086
38.3,-0.18645,-0.22539,-0.22539,-0.22539
38.4,-0.17079,-0.20985,-0.20985,-0.20985
38.5,-0.15509,-0.19427,-0.19427,-0.19427
38.6,-0.13935,-0.17863,-0.17863,-0.17863
38.7,-0.12357,-0.16295,-0.16295,-0.16295
38.8,-0.10776,-0.14723,-0.14723,-0.14723
38.9,-0.091928,-0.13147,-0.13147,-0.13147
39,-0.076069,-0.11567,-0.11567,-0.11567
39.1,-0.060191,-0.099849,-0.099849,-0.099849
39.2,-0.044297,-0.084001,-0.084001,-0.084001
39.3,-0.028392,-0.068132,-0.068132,-0.068132
39.4,-0.01248,-0.052245,-0.052245,-0.052245
39.5,0.0034349,-0.036346,-0.036346,-0.036346
39.6,0.019349,-0.020437,-0.020437,-0.020437
39.7,0.035259,-0.0045228,-0.0045228,-0.0045228
39.8,0.051159,0.011392,0.011392,0.011392
39.9,0.067047,0.027305,0.027305,0.027305
40,0.082917,0.04321,0.04321,0.04321
40.1,0.098767,0.059105,0.059105,0.059105
40.2,0.11459,0.074984,0.074984,0.074984
40.3,0.13039,0.090845,0.090845,0.090845
40.4,0.14615,0.10668,0.10668,0.10668
40.5,0.16187,0.12249,0.12249,0.12249
40.6,0.17756,0.13827,0.13827,0.13827
40.7,0.1932,0.15402,0.15402,0.15402
40.8,0.20879,0.16972,0.16972,0.16972
40.9,0.22433,0.18538,0.18538,0.18538
41,0.23981,0.201,0.201,0.201
41.1,0.25523,0.21656,0.21656,0.21656
41.2,0.27058,0.23207,0.23207,0.23207
41.3,0.28587,0.24753,0.24753,0.24753
41.4,0.30108,0.26291,0.26291,0.26291
41.5,0.31622,0.27824,0.27824,0.27824
41.6,0.33128,0.29349,0.29349,0.29349
41.7,0.34625,0.30866,0.30866,0.30866
41.8,0.36114,0.32376,0.32376,0.32376
41.9,0.37594,0.33878,0.33878,0.33878
42,0.39064,0.35371,0.35371,0.35371
42.1,0.40524,0.36855,0.36855,0.36855
42.2,0.41973,0.3833,0.3833,0.3833
42.3,0.43413,0.39795,0.39795,0.39795
42.4,0.44841,0.4125,0.4125,0.4125
42.5,0.46258,0.42694,0.42694,0.42694
42.6,0.47663,0.44128,0.44128,0.44128
42.7,0.49056,0.45551,0.45551,0.45551
42.8,0.50436,0.46962,0.46962,0.46962
42.9,0.51804,0.48361,0.48361,0.48361
43,0.53159,0.49748,0.49748,0.49748
43.1,0.545,0.51122,0.51122,0.51122
43.2,0.55828,0.52483,0.52483,0.52483
43.3,0.57141,0.53831,0.53831,0.53831
43.4,0.5844,0.55166,0.55166,0.55166
43.5,0.59724,0.56486,0.56486,0.56486
43.6,0.60993,0.57792,0.57792,0.57792
43.7,0.62246,0.59084,0.59084,0.59084
43.8,0.63484,0.6036,0.6036,0.6036
43.9,0.64706,0.61622,0.61622,0.61622
44,0.65911,0.62867,0.62867,0.62867
44.1,0.67099,0.64097,0.64097,0.64097
44.2,0.68271,0.6531,0.6531,0.6531
44.3,0.69425,0.66507,0.66507,0.66507
44.4,0.70562,0.67687,0.67687,0.67687
44.5,0.71681,0.6885,0.6885,0.6885
44.6,0.72781,0.69996,0.69996,0.69996
44.7,0.73863,0.71123,0.71123,0.71123
44.8,0.74927,0.72233,0.72233,0.72233
44.9,0.75971,0.73325,0.73325,0.73325
45,0.76997,0.74397,0.74397,0.74397
45.1,0.78002,0.75451,0.75451,0.75451
45.2,0.78988,0.76486,0.76486,0.76486
45.3,0.79954,0.77502,0.77502,0.77502
45.4,0.809,0.78498,0.78498,0.78498
45.5,0.81825,0.79474,0.79474,0.79474
45.6,0.8273,0.8043,0.8043,0.8043
45.7,0.83613,0.81365,0.81365,0.81365
45.8,0.84476,0.8228,0.8228,0.8228
45.9,0.85317,0.83174,0.83174,0.83174
46,0.86136,0.84047,0.84047,0.84047
46.1,0.86934,0.84899,0.84899,0.84899
46.2,0.87709,0.85729,0.85729,0.85729
46.3,0.88462,0.86538,0.86538,0.86538
46.4,0.89193,0.87324,0.87324,0.87324
46.5,0.89902,0.88089,0.88089,0.88089
46.6,0.90587,0.88831,0.88831,0.88831
46.7,0.9125,0.8955,0.8955,0.8955
46.8,0.91889,0.90247,0.90247,0.90247
46.9,0.92506,0.90921,0.90921,0.90921
47,0.93098,0.91572,0.91572,0.91572
47.1,0.93668,0.922,0.922,0.922
47.2,0.94213,0.92805,0.92805,0.92805
47.3,0.94735,0.93386,0.93386,0.93386
47.4,0.95232,0.93943,0.93943,0.93943
47.5,0.95706,0.94477,0.94477,0.94477
47.6,0.96155,0.94986,0.94986,0.94986
47.7,0.9658,0.95472,0.95472,0.95472
47.8,0.9698,0.95933,0.95933,0.95933
47.9,0.97356,0.9637,0.9637,0.9637
48,0.97707,0.96783,0.96783,0.96783
48.1,0.98034,0.97171,0.97171,0.97171
48.2,0.98335,0.97535,0.97535,0.97535
48.3,0.98612,0.97874,0.97874,0.97874
48.4,0.98864,0.98188,0.98188,0.98188
48.5,0.99091,0.98477,0.98477,0.98477
48.6,0.99292,0.98741,0.98741,0.98741
48.7,0.99469,0.9898,0.9898,0.9898
48.8,0.9962,0.99195,0.99195,0.99195
48.9,0.99746,0.99384,0.99384,0.99384
49,0.99847,0.99547,0.99547,0.99547
49.1,0.99922,0.99686,0.99686,0.99686
49.2,0.99972,0.99799,0.99799,0.99799
49.3,0.99997,0.99888,0.99888,0.99888
49.4,0.99997,0.9995,0.9995,0.9995
49.5,0.99971,0.99988,0.99988,0.99988
49.6,0.9992,1,1,1
49.7,0.99843,0.99987,0.99987,0.99987
49.8,0.99741,0.99948,0.99948,0.99948
49.9,0.99614,0.99885,0.99885,0.99885
50,0.99462,0.99795,0.99795,0.99795
50.1,0.99285,0.99681,0.99681,0.99681
50.2,0.99082,0.99541,0.99541,0.99541
50.3,0.98854,0.99377,0.99377,0.99377
50.4,0.98602,0.99187,0.99187,0.99187
50.5,0.98324,0.98971,0.98971,0.98971
50.6,0.98021,0.98731,0.98731,0.98731
50.7,0.97694,0.98466,0.98466,0.98466
50.8,0.97342,0.98176,0.98176,0.98176
50.9,0.96965,0.97861,0.97861,0.97861
51,0.96564,0.97521,0.97521,0.97521
51.1,0.96138,0.97156,0.97156,0.97156
51.2,0.95687,0.96767,0.96767,0.96767
51.3,0.95213,0.96354,0.96354,0.96354
51.4,0.94714,0.95916,0.95916,0.95916
51.5,0.94192,0.95453,0.95453,0.95453
51.6,0.93645,0.94967,0.94967,0.94967
51.7,0.93075,0.94456,0.94456,0.94456
51.8,0.92482,0.93922,0.93922,0.93922
51.9,0.91864,0.93363,0.93363,0.93363
52,0.91224,0.92781,0.92781,0.92781
52.1,0.90561,0.92176,0.92176,0.92176
52.2,0.89874,0.91547,0.91547,0.91547
52.3,0.89165,0.90895,0.90895,0.90895
52.4,0.88433,0.9022,0.9022,0.9022
52.5,0.87679,0.89522,0.89522,0.89522
52.6,0.86902,0.88802,0.88802,0.88802
52.7,0.86104,0.88059,0.88059,0.88059
52.8,0.85284,0.87293,0.87293,0.87293
52.9,0.84442,0.86506,0.86506,0.86506
53,0.83579,0.85697,0.85697,0.85697
53.1,0.82694,0.84866,0.84866,0.84866
53.2,0.81789,0.84013,0.84013,0.84013
53.3,0.80863,0.83139,0.83139,0.83139
53.4,0.79916,0.82244,0.82244,0.82244
53.5,0.7895,0.81329,0.81329,0.81329
53.6,0.77963,0.80392,0.80392,0.80392
53.7,0.76956,0.79436,0.79436,0.79436
53.8,0.7593,0.78459,0.78459,0.78459
53.9,0.74885,0.77462,0.77462,0.77462
54,0.73821,0.76446,0.76446,0.76446
54.1,0.72738,0.7541,0.7541,0.7541
54.2,0.71637,0.74355,0.74355,0.74355
54.3,0.70517,0.73282,0.73282,0.73282
54.4,0.6938,0.7219,0.7219,0.7219
54.5,0.68225,0.71079,0.71079,0.71079
54.6,0.67053,0.69951,0.69951,0.69951
54.7,0.65863,0.68804,0.68804,0.68804
54.8,0.64658,0.67641,0.67641,0.67641
54.9,0.63435,0.6646,0.6646,0.6646
55,0.62197,0.65263,0.65263,0.65263
55.1,0.60943,0.64048,0.64048,0.64048
55.2,0.59673,0.62818,0.62818,0.62818
55.3,0.58389,0.61572,0.61572,0.61572
55.4,0.57089,0.6031,0.6031,0.6031
55.5,0.55776,0.59033,0.59033,0.59033
